budget,budget_new,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,revenue_new,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,genre_1,genre_2,genre_3,prim_genre,secon_genre,tert_genre,actor_1,actor_2,actor_3,director,release_year,genre_bin,,,
13800000,13800000,"[{""id"": 18, ""name"": ""Drama""}]",,11873,"[{""id"": 1010, ""name"": ""bar""}, {""id"": 1356, ""name"": ""billard""}, {""id"": 2276, ""name"": ""talent""}, {""id"": 2348, ""name"": ""hustler""}, {""id"": 6075, ""name"": ""sport""}]",en,The Color of Money,"Former pool hustler ""Fast Eddie"" Felson decides he wants to return to the game by taking a pupil. He meets talented but green Vincent Lauria and proposes a partnership. As they tour pool halls, Eddie teaches Vincent the tricks of scamming, but he eventually grows frustrated with Vincent's showboat antics, leading to an argument and a falling-out. Eddie takes up playing again and soon crosses paths with Vincent as an opponent.",17.3393,"[{""name"": ""Silver Screen Partners"", ""id"": 514}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",07-10-1986,52293982,52293982,119,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,The Hustler isn't what he used to be. But he has the next best thing. A kid who is.,The Color of Money,6.7,291,Drama,NA,NA,1,#N/A,,NA,NA,Mary Elizabeth Mastrantonio,Martin Scorsese,1986,0,,,
13500000,13500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",,10712,"[{""id"": 577, ""name"": ""black people""}, {""id"": 1157, ""name"": ""wife husband relationship""}, {""id"": 4003, ""name"": ""botanist""}, {""id"": 10180, ""name"": ""homosexuality""}]",en,Far from Heaven,"In 1950s Connecticut, a housewife faces a marital crisis and mounting racial tensions in the outside world.",9.982885,"[{""name"": ""Clear Blue Sky Productions"", ""id"": 7449}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",01-09-2002,29027914,29027914,107,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,It's time to stop hiding from the truth.,Far from Heaven,6.9,144,Drama,Romance,NA,1,#N/A,,Julianne Moore,NA,NA,Todd Haynes,2002,0,,,
13500000,13500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",http://lamiglioreoffertailfilm.it,152742,"[{""id"": 5918, ""name"": ""painting""}, {""id"": 198318, ""name"": ""auctioneer""}, {""id"": 201385, ""name"": ""confidence game""}, {""id"": 220933, ""name"": ""fine art""}, {""id"": 221810, ""name"": ""honey pot""}]",en,La migliore offerta,"Virgil Oldman is a world renowned antiques expert and auctioneer. An eccentric genius, he leads a solitary life, going to extreme lengths to keep his distance from the messiness of human relationships. When appointed by the beautiful but emotionally damaged Claire to oversee the valuation and sale of her familyâ€™s priceless art collection, Virgil allows himself to form an attachment to her â€“ and soon he is engulfed by a passion which will rock his bland existence to the core.",30.058263,"[{""name"": ""Paco Cinematografica"", ""id"": 3110}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Regione Lazio"", ""id"": 20416}, {""name"": ""Business Location Sudtirol Alto Adige"", ""id"": 20644}, {""name"": ""Friuli Venezia Giulia Film Commission"", ""id"": 38591}, {""name"": ""UniCredit Group"", ""id"": 38592}]","[{""iso_3166_1"": ""IT"", ""name"": ""Italy""}]",01-01-2013,19255873,19255873,124,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A Master of Possession. A Crime of Obsession,The Best Offer,7.7,704,Drama,Romance,Crime,1,#N/A,,NA,NA,Sylvia Hoeks,Giuseppe Tornatore,2013,0,,,
13500000,13500000,"[{""id"": 18, ""name"": ""Drama""}]",,10876,"[{""id"": 2884, ""name"": ""asylum""}, {""id"": 4319, ""name"": ""french revolution""}, {""id"": 4653, ""name"": ""french""}, {""id"": 6212, ""name"": ""smuggling""}, {""id"": 13097, ""name"": ""maid""}]",en,Quills,"A nobleman with a literary flair, the Marquis de Sade lives in a madhouse where a beautiful laundry maid smuggles his erotic stories to a printer, defying orders from the asylum's resident priest. The titillating passages whip all of France into a sexual frenzy, until a fiercely conservative doctor tries to put an end to the fun.",7.261196,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Industry Entertainment"", ""id"": 376}, {""name"": ""Walrus & Associates"", ""id"": 8780}, {""name"": ""Hollywood Partners"", ""id"": 30257}, {""name"": ""Charenton Productions"", ""id"": 75937}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",22-11-2000,7060876,7060876,124,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,There are no bad words... only bad deeds.,Quills,6.8,128,Drama,NA,NA,1,#N/A,,NA,Kate Winslet,NA,Philip Kaufman,2000,0,,,
13500000,13500000,"[{""id"": 18, ""name"": ""Drama""}]",https://twitter.com/Stonewall_Movie,273899,"[{""id"": 173510, ""name"": ""stonewall riot""}]",en,Stonewall,"""Stonewall"" is a drama about a young man in New York caught up during the 1969 Stonewall Riots, a pivotal event widely considered the starting point for the modern gay civil rights movement.",5.16023,"[{""name"": ""Centropolis Entertainment"", ""id"": 347}, {""name"": ""Mel's Cite du Cinema"", ""id"": 54502}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",18-09-2015,187674,187674,129,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Where Pride Began,Stonewall,5.2,32,Drama,NA,NA,1,#N/A,,NA,Jonny Beauchamp,NA,Roland Emmerich,2015,0,,,
1.30E+07,13000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",,144340,"[{""id"": 2307, ""name"": ""princeton university""}, {""id"": 208744, ""name"": ""admissions""}]",en,Admission,"Strait-laced Princeton University admissions officer Portia Nathan is caught off-guard when she makes a recruiting visit to an alternative high school overseen by her former college classmate, the freewheeling John Pressman. Pressman has surmised that Jeremiah, his gifted yet very unconventional student, might well be the son that Portia secretly gave up for adoption many years ago. Soon, Portia finds herself bending the rules for Jeremiah, putting at risk the life she thought she always wanted â€“ but in the process finding her way to a surprising and exhilarating life and romance she never dreamed of having.",17.632446,"[{""name"": ""Focus Features"", ""id"": 10146}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",21-03-2013,1.80E+07,18000000,107,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Let someone in.,Admission,5.4,304,Comedy,Drama,Romance,0,1,,Tina Fey,NA,NA,Paul Weitz,2013,1,,,
1.30E+07,13000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.foxsearchlight.com/blackswan/,44214,"[{""id"": 246, ""name"": ""dancing""}, {""id"": 271, ""name"": ""competition""}, {""id"": 572, ""name"": ""sex""}, {""id"": 733, ""name"": ""dancer""}, {""id"": 1523, ""name"": ""obsession""}, {""id"": 2340, ""name"": ""paranoia""}, {""id"": 6255, ""name"": ""insanity""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 10551, ""name"": ""ballet""}, {""id"": 14512, ""name"": ""new york city""}, {""id"": 34265, ""name"": ""heartbreak""}, {""id"": 41329, ""name"": ""mental illness""}, {""id"": 41410, ""name"": ""madness""}, {""id"": 173646, ""name"": ""swan lake""}, {""id"": 187256, ""name"": ""ballerina""}, {""id"": 191564, ""name"": ""body horror""}]",en,Black Swan,"A ballet dancer wins the lead in ""Swan Lake"" and is perfect for the role of the delicate White Swan - Princess Odette - but slowly loses her mind as she becomes more and more like Odile, the Black Swan.",91.285683,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Protozoa Pictures"", ""id"": 7503}, {""name"": ""Cross Creek Pictures"", ""id"": 10246}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",02-12-2010,327803731,327803731,108,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",Released,"In the era of personal branding, the scariest possibility is that someone might be better at being you than you are.",Black Swan,7.3,4430,Drama,Thriller,NA,1,#N/A,,Natalie Portman,Mila Kunis,NA,Darren Aronofsky,2010,0,,,
1.30E+07,13000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",,801,"[{""id"": 578, ""name"": ""rock and roll""}, {""id"": 1224, ""name"": ""radio station""}, {""id"": 1327, ""name"": ""war crimes""}, {""id"": 1491, ""name"": ""entertainer""}, {""id"": 1653, ""name"": ""explosive""}, {""id"": 2045, ""name"": ""cynic""}, {""id"": 2135, ""name"": ""radio""}, {""id"": 2957, ""name"": ""vietnam war""}, {""id"": 2959, ""name"": ""vietcong""}, {""id"": 2998, ""name"": ""gi""}, {""id"": 3366, ""name"": ""u.s. air force""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 3740, ""name"": ""radio presenter""}, {""id"": 3923, ""name"": ""humor""}, {""id"": 4119, ""name"": ""saigon""}, {""id"": 4125, ""name"": ""provocation""}, {""id"": 6145, ""name"": ""right and justice""}]",en,"Good Morning, Vietnam","Radio funny man Adrian Cronauer is sent to Vietnam to bring a little comedy back into the lives of the soldiers. After setting up shop, Cronauer delights the G.I.s but shocks his superior officer, Sergeant Major Dickerson, with his irreverent take on the war. While Dickerson attempts to censor Cronauer's broadcasts, Cronauer pursues a relationship with a Vietnamese girl named Trinh, who shows him the horrors of war first-hand.",18.362333,"[{""name"": ""Silver Screen Partners III"", ""id"": 554}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",23-12-1987,123922370,123922370,121,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Time to rock it from the Delta to the DMZ!,"Good Morning, Vietnam",7.1,642,Comedy,Drama,War,0,1,,NA,NA,Tung Thanh Tran,Barry Levinson,1987,1,,,
1.30E+07,13000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10402, ""name"": ""Music""}]",,9816,"[{""id"": 4118, ""name"": ""ballet dancer""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 10551, ""name"": ""ballet""}]",en,Save the Last Dance,"A white midwestern girl moves to Chicago, where her new boyfriend is a black teen from the South Side with a rough, semi-criminal past.",9.969624,"[{""name"": ""MTV Films"", ""id"": 746}, {""name"": ""Cort/Madden Productions"", ""id"": 53673}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12-01-2001,91038276,91038276,112,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Only Person You Need To Be Is Yourself.,Save the Last Dance,6.3,352,Drama,Family,Romance,1,#N/A,,Julia Stiles,NA,Kerry Washington,Thomas Carter,2001,0,,,
1.30E+07,13000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",,1931,"[{""id"": 699, ""name"": ""love at first sight""}, {""id"": 963, ""name"": ""loss of brother""}, {""id"": 1974, ""name"": ""breakdance""}, {""id"": 5600, ""name"": ""daughter""}]",en,Stomp the Yard,"After the death of his younger brother, a troubled 19-year-old street dancer from Los Angeles is able to bypass juvenile hall by enrolling in the historically black, Truth University in Atlanta, Georgia. But his efforts to get an education and woo the girl he likes are sidelined when he is courted by the top two campus fraternities, both of which want and need his fierce street-style dance moves to win the highly coveted national step show competition.",6.92205,"[{""name"": ""Rainforest Films"", ""id"": 1309}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",16-05-2007,75511123,75511123,114,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,He will challenge their traditions. Their traditions will change his life.,Stomp the Yard,6.1,88,Drama,Music,NA,1,#N/A,,NA,Meagan Good,NA,Sylvain White,2007,0,,,
1.30E+07,13000000,"[{""id"": 35, ""name"": ""Comedy""}]",,8859,"[{""id"": 419, ""name"": ""dude""}, {""id"": 1453, ""name"": ""amnesia""}, {""id"": 2415, ""name"": ""idiot""}, {""id"": 3796, ""name"": ""auto""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 8224, ""name"": ""cannabis""}, {""id"": 11461, ""name"": ""hangover""}, {""id"": 11931, ""name"": ""spoof""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 14964, ""name"": ""drug""}, {""id"": 15237, ""name"": ""alcohol abuse""}, {""id"": 33648, ""name"": ""celebration""}, {""id"": 33885, ""name"": ""car""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 208349, ""name"": ""child""}]",en,"Dude, Whereâ€™s My Car?","Jesse and Chester, two bumbling stoners, wake up one morning from a night of partying and cannot remember where they parked their car. They encounter a variety of people while looking for it, including their angry girlfriends, an angry street gang, a transexual stripper, a cult of alien seeking fanatics, and aliens in human form looking for a mystical device that could save or destroy the world.",25.316146,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Alcon Entertainment"", ""id"": 1088}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",15-12-2000,73180723,73180723,83,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}]",Released,"After a night they can't remember, comes a day they'll never forget.","Dude, Whereâ€™s My Car?",5.2,509,Comedy,NA,NA,0,#N/A,,NA,NA,Kristy Swanson,Danny Leiner,2000,1,,,
1.30E+07,13000000,"[{""id"": 35, ""name"": ""Comedy""}]",http://stvincent-movie.com/,239563,"[{""id"": 2604, ""name"": ""babysitter""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 10226, ""name"": ""neighbor""}, {""id"": 15160, ""name"": ""divorce""}, {""id"": 174085, ""name"": ""child of divorce""}]",en,St. Vincent,"A young boy whose parents just divorced finds an unlikely friend and mentor in the misanthropic, bawdy, hedonistic, war veteran who lives next door.",43.791745,"[{""name"": ""The Weinstein Company"", ""id"": 308}, {""name"": ""Crescendo Productions"", ""id"": 3314}, {""name"": ""Chernin Entertainment"", ""id"": 7076}, {""name"": ""Goldenlight Films"", ""id"": 15855}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",09-10-2014,54837234,54837234,102,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Love Thy Neighbor,St. Vincent,7.1,763,Comedy,NA,NA,0,#N/A,,NA,Melissa McCarthy,Naomi Watts,Theodore Melfi,2014,1,,,
1.30E+07,13000000,"[{""id"": 35, ""name"": ""Comedy""}]",,107811,"[{""id"": 567, ""name"": ""alcohol""}, {""id"": 1421, ""name"": ""birthday""}, {""id"": 166611, ""name"": ""debauchery""}]",en,21 & Over,"Brilliant student Jeff Chang has the most important interview of his life tomorrow.  But today is still his birthday, what starts off as a casual celebration with friends evolves into a night of debauchery that risks to derail his life plan.",35.522027,"[{""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Virgin Produced"", ""id"": 8852}, {""name"": ""Mandeville Films"", ""id"": 10227}, {""name"": ""SkyLand Entertainment"", ""id"": 52337}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",01-03-2013,48065672,48065672,93,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Finally.,21 & Over,5.7,737,Comedy,NA,NA,0,#N/A,,NA,NA,Justin Chon,NA,2013,1,,,
1.30E+07,13000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",,240,"[{""id"": 700, ""name"": ""italo-american""}, {""id"": 701, ""name"": ""cuba""}, {""id"": 1950, ""name"": ""vororte""}, {""id"": 4232, ""name"": ""melancholy""}, {""id"": 6049, ""name"": ""praise""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 10391, ""name"": ""mafia""}, {""id"": 10909, ""name"": ""lawyer""}, {""id"": 11221, ""name"": ""blood""}, {""id"": 156024, ""name"": ""corrupt politician""}, {""id"": 158261, ""name"": ""bloody body of child""}, {""id"": 187788, ""name"": ""man punches woman""}]",en,The Godfather: Part II,"In the continuing saga of the Corleone crime family, a young Vito Corleone grows up in Sicily and in 1910s New York. In the 1950s, Michael Corleone attempts to expand the family business into Las Vegas, Hollywood and Cuba.",105.792936,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""The Coppola Company"", ""id"": 536}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",20-12-1974,47542841,47542841,200,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""la"", ""name"": ""Latin""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,"I don't feel I have to wipe everybody out, Tom. Just my enemies.",The Godfather: Part II,8.3,3338,Drama,Crime,NA,1,#N/A,,NA,NA,Diane Keaton,Francis Ford Coppola,1974,0,,,
1.30E+07,13000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}]",,11186,"[{""id"": 6151, ""name"": ""faithlessness""}, {""id"": 6300, ""name"": ""puppet""}, {""id"": 180691, ""name"": ""killer toys""}, {""id"": 187065, ""name"": ""toy comes to life""}]",en,Child's Play 2,"Chuckie's back as the doll possessed by the soul of a serial killer, butchering all who stand in his way of possessing the body of a boy.",16.681567,"[{""name"": ""Universal Pictures"", ""id"": 33}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",09-11-1990,35763605,35763605,84,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""tr"", ""name"": ""T\u00fcrk\u00e7e""}]",Released,Look out Jack! Chucky's back!,Child's Play 2,5.8,308,Drama,Horror,NA,1,#N/A,,NA,Jenny Agutter,NA,John Lafia,1990,0,,,
1.30E+07,13000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",http://perks-of-being-a-wallflower.com/,84892,"[{""id"": 367, ""name"": ""shyness""}, {""id"": 1328, ""name"": ""secret""}, {""id"": 2398, ""name"": ""narration""}, {""id"": 5091, ""name"": ""kiss""}, {""id"": 10519, ""name"": ""freshman""}, {""id"": 10683, ""name"": ""coming of age""}, {""id"": 18068, ""name"": ""teenage boy""}, {""id"": 33910, ""name"": ""high school student""}, {""id"": 157303, ""name"": ""first love""}, {""id"": 158199, ""name"": ""aunt nephew relationship""}, {""id"": 158968, ""name"": ""gay lead character""}, {""id"": 160500, ""name"": ""santa hat""}, {""id"": 163037, ""name"": ""lgbt teen""}, {""id"": 180861, ""name"": ""aunt nephew incest""}, {""id"": 223438, ""name"": ""based on young adult novel""}]",en,The Perks of Being a Wallflower,"A coming-of-age story based on the best-selling novel by Stephen Chbosky, which follows 15-year-old freshman Charlie, an endearing and naive outsider who is taken under the wings of two seniors. A moving tale of love, loss, fear and hope - and the unforgettable friends that help us through life.",43.444135,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Mr. Mudd Production"", ""id"": 2130}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",20-09-2012,33400000,33400000,102,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,We are infinite.,The Perks of Being a Wallflower,7.7,2968,Drama,Romance,NA,1,#N/A,,NA,Emma Watson,NA,Stephen Chbosky,2012,0,,,
1.30E+07,13000000,"[{""id"": 35, ""name"": ""Comedy""}]",,16406,"[{""id"": 9376, ""name"": ""richard nixon""}, {""id"": 156072, ""name"": ""watergate""}, {""id"": 192099, ""name"": ""the white house""}]",en,Dick,"Comedy about two high school girls who wander off during a class trip to the White House and meet President Richard Nixon. They become the official dog walkers for Nixon's dog Checkers, and become his secret advisors during the Watergate scandal.",4.742537,"[{""name"": ""Columbia Pictures"", ""id"": 5}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",04-08-1999,27500000,27500000,94,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,The unmaking of the president,Dick,5.7,67,Comedy,NA,NA,0,#N/A,,Kirsten Dunst,Michelle Williams,NA,Andrew Fleming,1999,1,,,
1.30E+07,13000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",,10691,"[{""id"": 725, ""name"": ""lovesickness""}, {""id"": 931, ""name"": ""jealousy""}, {""id"": 970, ""name"": ""parents kids relationship""}, {""id"": 2038, ""name"": ""love of one's life""}, {""id"": 2630, ""name"": ""cutting the cord""}, {""id"": 3691, ""name"": ""forbidden love""}, {""id"": 5091, ""name"": ""kiss""}, {""id"": 9986, ""name"": ""crush""}, {""id"": 10791, ""name"": ""teenage crush""}, {""id"": 14534, ""name"": ""relationship""}, {""id"": 156455, ""name"": ""unhappiness""}]",en,Crazy/Beautiful,"At Pacific Palisades High, a poor Latino falls hard for a troubled girl from the affluent neighborhood.",6.130096,"[{""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Ufland"", ""id"": 12548}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",29-06-2001,16929123,16929123,99,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,When it's real. When it's right. Don't let anything stand in your way.,Crazy/Beautiful,6.6,96,Drama,Romance,NA,1,#N/A,,Kirsten Dunst,NA,NA,John Stockwell,2001,0,,,
1.30E+07,13000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",,8952,"[{""id"": 934, ""name"": ""judge""}, {""id"": 1415, ""name"": ""small town""}, {""id"": 3202, ""name"": ""con man""}, {""id"": 4373, ""name"": ""fraud""}, {""id"": 9890, ""name"": ""jail""}, {""id"": 207059, ""name"": ""white collar criminal""}]",en,I Love You Phillip Morris,"Steve Russell is a small-town cop. Bored with his bland lifestyle, Russell turns to fraud as a means of shaking things up. Before long, Russell's criminal antics have landed him behind bars, where he encounters the charismatic Phillip Morris. Smitten, Russell devotes his entire life to being with Morris regardless of the consequences.",19.664699,"[{""name"": ""EuropaCorp"", ""id"": 6896}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",18-01-2009,10652035,10652035,98,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Conman who wouldn't go straight.,I Love You Phillip Morris,6.4,503,Comedy,Drama,Romance,0,1,,NA,NA,Leslie Mann,NA,2009,1,,,
1.30E+07,13000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",,47502,"[{""id"": 3914, ""name"": ""kitchen""}, {""id"": 11322, ""name"": ""female protagonist""}, {""id"": 14558, ""name"": ""bathtub""}, {""id"": 154855, ""name"": ""wedding anniversary""}, {""id"": 187844, ""name"": ""flashback""}]",en,Faithful,"A depressed housewife whose husband is having an affair contemplates suicide, but changes her mind when she faces death by a killer hired to do her in.",1.647335,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Miramax Films"", ""id"": 14}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",03-04-1996,9789900,9789900,91,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"A comedy about a wife, her husband and his hit man.",Faithful,4.8,4,Comedy,Crime,Drama,0,#N/A,,Cher,NA,NA,Paul Mazursky,1996,1,,,
1.30E+07,13000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",,58680,"[{""id"": 4513, ""name"": ""blind date""}, {""id"": 9673, ""name"": ""love""}, {""id"": 168346, ""name"": ""manhattan, new york city""}, {""id"": 187056, ""name"": ""woman director""}]",en,Woo,Gorgeous and extraverted Woo meets insecure and straight-laced law clerk Tim at a blind date.,1.750054,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""New Deal Productions"", ""id"": 1947}, {""name"": ""Gotham Entertainment Group"", ""id"": 39288}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",08-05-1998,8026971,8026971,84,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,It's Woo's world.. we're just living in it.,Woo,5.5,10,Comedy,Romance,NA,0,#N/A,,Jada Pinkett Smith,NA,NA,Daisy von Scherler Mayer,1998,1,,,
1.30E+07,13000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",,11592,"[{""id"": 3451, ""name"": ""housewife""}, {""id"": 4556, ""name"": ""protection""}, {""id"": 6170, ""name"": ""motherly love""}, {""id"": 7717, ""name"": ""evil mother""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 168196, ""name"": ""perfection""}]",en,Serial Mom,"A picture perfect middle class family is shocked when they find out that one of their neighbors is receiving obscene phone calls. The mom takes slights against her family very personally, and it turns out she is indeed the one harassing the neighbor. As other slights befall her beloved family, the body count begins to increase.",6.170139,"[{""name"": ""Savoy Pictures"", ""id"": 11308}, {""name"": ""Polar Entertainment"", ""id"": 17411}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",13-04-1994,7820688,7820688,95,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Every Mom Wants to Be Wanted, But Not For Murder One!",Serial Mom,6.4,135,Comedy,Crime,Horror,0,#N/A,,Kathleen Turner,NA,Ricki Lake,John Waters,1994,1,,,
1.30E+07,13000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",,2266,"[{""id"": 90, ""name"": ""paris""}, {""id"": 558, ""name"": ""city portrait""}, {""id"": 1416, ""name"": ""jazz""}, {""id"": 1552, ""name"": ""subway""}, {""id"": 1605, ""name"": ""new love""}, {""id"": 1900, ""name"": ""immigration""}, {""id"": 2341, ""name"": ""nanny""}, {""id"": 5159, ""name"": ""tourist""}, {""id"": 187056, ""name"": ""woman director""}]",fr,"Paris, je t'aime","Olivier Assayas, Gus Van Sant, Wes Craven and Alfonso Cuaron are among the 20 distinguished directors who contribute to this collection of 18 stories, each exploring a different aspect of Parisian life. The colourful characters in this drama include a pair of mimes, a husband trying to chose between his wife and his lover, and a married man who turns to a prostitute for advice.",10.573191,"[{""name"": ""Filmazure"", ""id"": 1031}, {""name"": ""Pirol Stiftung"", ""id"": 1032}, {""name"": ""Victoires International"", ""id"": 1033}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}]",16-05-2006,4857367,4857367,120,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}, {""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}]",Released,Fall in love with Paris 18 times.,"Paris, je t'aime",6.8,207,Drama,Romance,NA,1,#N/A,,NA,Natalie Portman,NA,NA,2006,0,,,
